submitter_id.samples,cnv_vae_1,cnv_vae_2,cnv_vae_3,cnv_vae_4,cnv_vae_5,cnv_vae_6,cnv_vae_7,cnv_vae_8,cnv_vae_9,cnv_vae_10,cnv_vae_11,cnv_vae_12,cnv_vae_13,cnv_vae_14,cnv_vae_15,cnv_vae_16,cnv_vae_17,cnv_vae_18,cnv_vae_19,cnv_vae_20,cnv_vae_21,cnv_vae_22,cnv_vae_23,cnv_vae_24,cnv_vae_25,cnv_vae_26,cnv_vae_27,cnv_vae_28,cnv_vae_29,cnv_vae_30,cnv_vae_31,cnv_vae_32,label_cnv
TCGA-A1-A0SQ-01,-0.62700874,1.7368675,-0.0283764,-1.3347558,-0.25187504,1.0245248,2.8495364,-0.64516026,0.060193986,-0.5602136,0.29248026,0.3212961,3.7619114,-1.6493545,-0.15660506,0.8305111,-0.5556755,-3.0606494,-1.445739,-1.8145747,2.0179949,3.288221,-0.41066304,-2.6045756,-0.24705848,1.5041729,1.1661171,0.48329836,0.23201239,-1.4603047,1.9498074,0.7764602,1
TCGA-A2-A04N-01,-0.0321106,0.038022764,1.1849259,0.7205913,-0.97233295,0.5039194,-0.0069079474,1.1448946,0.14782652,-0.035755794,-0.23629427,0.5066586,0.10614586,0.35791206,-0.64088225,0.2899297,-0.20658496,-0.5773981,-0.04489559,0.19684914,0.17705688,0.1953286,-0.18333714,-0.82629776,-0.60914934,-1.9193611,-2.5129614,-1.0598099,-0.31868166,-0.07446924,0.19492063,0.6106183,0
TCGA-A2-A04P-01,-0.631131,-1.5542797,0.4839008,-1.4899572,0.6229151,1.0515008,-1.0662372,0.2433913,1.0699936,-1.0802228,0.111719966,0.43219733,-0.97484624,0.7072408,-0.69325286,-0.38873464,-0.13214195,0.3428508,-0.89577615,0.35371268,-1.9480597,1.4312109,-0.36481953,-0.3204683,1.8345422,0.38239145,-1.9418231,1.323154,0.971419,-0.47699016,-0.9697341,0.117346965,1
TCGA-A2-A04Q-01,2.6193717,-0.5338844,-0.930616,0.8661486,-0.55886674,-0.215464,-1.1236131,0.49148852,1.3649678,0.34086782,-2.1763377,-0.48148054,-0.8711926,0.33198273,-0.44633532,-0.62628543,-1.2279348,-0.28666115,-1.0849433,0.49991515,-0.041387334,2.5605636,-0.69074583,0.97982705,-2.1936016,0.9395777,1.6440799,-0.3468208,0.4620854,-0.59964895,1.2182966,1.0989302,0
TCGA-A2-A04R-01,-0.10711305,0.9093811,0.64815277,-1.3415828,0.51320577,-2.1204581,-1.5354177,-0.16488835,0.55661553,0.40537405,-1.0748245,-0.7744178,0.0523469,-0.8394975,1.0995622,0.4519417,-0.23734832,-1.0349383,-0.5845328,-0.61714154,0.47078818,-0.6400528,1.5845029,2.2378192,1.8798089,0.52432597,0.27151334,-0.43358415,-0.3606062,0.76111823,0.18501924,-0.69933,0
TCGA-A2-A04T-01,-0.9861692,0.5526383,-0.5213718,0.19586933,-1.6130326,-0.35143924,1.3490018,-0.878976,-0.24043024,-1.2698922,-1.448283,0.27392533,0.9334658,0.7373396,-0.60307777,-0.40546417,-0.99893177,0.022734482,0.24465893,1.716294,-0.47228,1.3133838,-0.30599916,0.027700603,0.7201367,-0.57370627,-2.716024,-1.2057636,-0.16028151,0.01564702,-1.0691292,-0.28776383,0
TCGA-A2-A04U-01,1.57295,0.4832446,0.73702043,5.2661858,1.9130741,0.34637374,-0.5645823,0.1039674,-0.16647252,0.012754053,-0.96036893,-0.8673196,2.9979007,0.18731254,0.53110826,0.33451986,-1.2016469,2.2787228,-0.09024888,0.85642135,1.0947278,-1.1836543,0.6338918,0.027522266,-2.586756,0.7486929,-0.15335473,-0.35069615,2.0267084,-0.38438532,1.2627435,-1.8932486,0
TCGA-A2-A04V-01,-0.35641602,0.2341051,0.60471725,0.69112027,-0.8993411,0.22359127,-1.2707839,-0.40857977,0.6479458,0.014623642,-0.45463276,-0.6544193,0.7927515,-0.98634017,0.115600385,0.51246095,-0.22191438,-2.2989397,0.8093189,-0.74331546,1.9634266,0.025708027,0.023772463,-0.8565706,-0.01708889,-0.24893545,2.5159335,-2.0590944,0.37294972,-0.115785666,-1.0034769,0.041213173,0
TCGA-A2-A04W-01,1.0970368,1.8158145,1.5353721,-0.4572652,0.71242225,-0.3806584,-0.83068085,0.38426763,-1.7307068,-0.10047096,0.8736455,-1.4524188,-0.7729454,0.036297485,0.6701142,0.1463717,0.85065734,-0.36923394,0.14507693,-1.1791179,-0.084263384,1.206651,-1.3080158,0.3420659,-0.42356932,-1.5674769,0.08495957,-1.1255246,-0.6737181,-0.26591063,-0.16006766,0.05382341,0
TCGA-A2-A04X-01,1.4099929,-0.41215903,1.8435886,1.5707824,0.5216713,1.0010748,1.0100135,0.32080108,0.26856995,1.8797581,-0.27128935,-1.0255204,-0.06930363,0.56252956,0.5779448,1.4279423,-1.745884,-3.192529,-0.04246044,-0.38705713,1.0586448,-1.3646421,0.9386855,0.95495844,0.024206609,1.7144766,0.115817815,0.07225412,0.16581126,-2.4241502,0.2551079,-2.9332745,1
